model,threshold,net_benefit,treat_all_net_benefit,treat_none_net_benefit
GradientBoosting,0.060000000000000005,0.030017617563355463,0.005812290132658736,0.0
GradientBoosting,0.06999999999999999,0.02569458712873548,-0.004877900296022336,0.0
GradientBoosting,0.08,0.022077602387765773,-0.015800486168805195,0.0
GradientBoosting,0.09,0.017984492506785507,-0.026963128873956896,0.0
GradientBoosting,0.09999999999999999,0.01446882126287647,-0.038373830305889756,0.0
GradientBoosting,0.11,0.010766796281717908,-0.05004095199471997,0.0
GradientBoosting,0.12,0.006465933217525581,-0.061973235540114524,0.0
GradientBoosting,0.13,0.00285932759027422,-0.07417982445436871,0.0
GradientBoosting,0.14,-0.001020424957619455,-0.08667028752941952,0.0
GradientBoosting,0.15000000000000002,-0.004329544981474552,-0.09945464385329508,0.0
GradientBoosting,0.16,-0.007195093182354333,-0.11254338961345334,0.0
GradientBoosting,0.17,-0.010918408240179402,-0.12594752683771182,0.0
GradientBoosting,0.18000000000000002,-0.014395940137745339,-0.13967859423817172,0.0
GradientBoosting,0.19,-0.018684525525761657,-0.1537487003398775,0.0
GradientBoosting,0.2,-0.021054493984430295,-0.16817055909412598,0.0
GradientBoosting,0.21000000000000002,-0.02411155007301103,-0.1829575281965833,0.0
GradientBoosting,0.22,-0.027219772442702378,-0.1981236503529497,0.0
GradientBoosting,0.23,-0.03009163518717657,-0.2136836977601309,0.0
GradientBoosting,0.24000000000000002,-0.032573471896301276,-0.22965322009908,0.0
GradientBoosting,0.25,-0.03597546591177164,-0.24604859636706772,0.0
GradientBoosting,0.26,-0.03854172643981561,-0.2628870909125687,0.0
GradientBoosting,0.27,-0.041386731815141214,-0.2801869140757545,0.0
GradientBoosting,0.28,-0.044605645985688454,-0.29796728788236226,0.0
GradientBoosting,0.29000000000000004,-0.0467290651196635,-0.3162485172891561,0.0
GradientBoosting,0.3,-0.050045495905368526,-0.335052067536144,0.0
GradientBoosting,0.31,-0.0523246869134435,-0.35440064822507367,0.0
GradientBoosting,0.32,-0.05501436243287124,-0.3743183048166189,0.0
GradientBoosting,0.33,-0.05812762091876078,-0.3948305183213445,0.0
GradientBoosting,0.34,-0.06154967938407431,-0.41596431405348616,0.0
GradientBoosting,0.35000000000000003,-0.06527301431760031,-0.43774838042353975,0.0
GradientBoosting,0.36000000000000004,-0.06782997169143667,-0.4602131988676576,0.0
GradientBoosting,0.37,-0.07111964861434077,-0.48339118615127113,0.0
GradientBoosting,0.38,-0.07356802045521997,-0.5073168504440335,0.0
GradientBoosting,0.39,-0.07605025930179947,-0.5320269627463947,0.0
GradientBoosting,0.4,-0.0776126444916254,-0.5575607454588347,0.0
GradientBoosting,0.41000000000000003,-0.07949788285532644,-0.5839600801276286,0.0
GradientBoosting,0.42000000000000004,-0.0816311589428216,-0.6112697366815532,0.0
GradientBoosting,0.43,-0.08249835487515673,-0.6395376267987731,0.0
GradientBoosting,0.44,-0.08492569002123143,-0.6688150844201799,0.0
GradientBoosting,0.45,-0.08704883227176219,-0.6991571768641831,0.0
GradientBoosting,0.46,-0.08928992686954468,-0.7306230505098164,0.0
GradientBoosting,0.47000000000000003,-0.09242345337766564,-0.7632763156137752,0.0
GradientBoosting,0.48000000000000004,-0.09619467581251023,-0.7971854755294248,0.0
