model,fpr,tpr,threshold,auc
Transformer,0.039182282793867124,0.4634146341463415,0.893586277961731,0.8915942992479328
Transformer,0.039182282793867124,0.4715447154471545,0.8926007151603699,0.8915942992479328
Transformer,0.04031800113571834,0.4715447154471545,0.8874553442001343,0.8915942992479328
Transformer,0.04031800113571834,0.4796747967479675,0.8873806595802307,0.8915942992479328
Transformer,0.04088586030664395,0.4796747967479675,0.8868182301521301,0.8915942992479328
Transformer,0.04088586030664395,0.4878048780487805,0.8867813348770142,0.8915942992479328
Transformer,0.04202157864849517,0.4878048780487805,0.8846573233604431,0.8915942992479328
Transformer,0.04202157864849517,0.5040650406504065,0.881716251373291,0.8915942992479328
Transformer,0.044293015332197615,0.5040650406504065,0.8792347311973572,0.8915942992479328
Transformer,0.044293015332197615,0.5121951219512195,0.8776308298110962,0.8915942992479328
Transformer,0.0488358886996025,0.5121951219512195,0.8712937235832214,0.8915942992479328
Transformer,0.0488358886996025,0.5447154471544715,0.8677531480789185,0.8915942992479328
Transformer,0.049403747870528106,0.5447154471544715,0.8673371076583862,0.8915942992479328
Transformer,0.049403747870528106,0.5528455284552846,0.8667048811912537,0.8915942992479328
Transformer,0.04997160704145372,0.5528455284552846,0.8636561036109924,0.8915942992479328
Transformer,0.04997160704145372,0.5691056910569106,0.8625655770301819,0.8915942992479328
Transformer,0.05848949460533787,0.5691056910569106,0.8497866988182068,0.8915942992479328
Transformer,0.05848949460533787,0.5853658536585366,0.8446876406669617,0.8915942992479328
Transformer,0.059057353776263484,0.5853658536585366,0.8444420695304871,0.8915942992479328
Transformer,0.059057353776263484,0.5934959349593496,0.8432274460792542,0.8915942992479328
Transformer,0.06132879045996593,0.5934959349593496,0.8358737230300903,0.8915942992479328
Transformer,0.06132879045996593,0.6016260162601627,0.8354462385177612,0.8915942992479328
Transformer,0.06246450880181715,0.6016260162601627,0.8343501091003418,0.8915942992479328
Transformer,0.06246450880181715,0.6097560975609756,0.8335957527160645,0.8915942992479328
Transformer,0.06416808631459398,0.6097560975609756,0.830298125743866,0.8915942992479328
Transformer,0.06416808631459398,0.6260162601626016,0.8278913497924805,0.8915942992479328
Transformer,0.06587166382737081,0.6260162601626016,0.8259955048561096,0.8915942992479328
Transformer,0.06587166382737081,0.6341463414634146,0.825627326965332,0.8915942992479328
Transformer,0.06814310051107325,0.6341463414634146,0.8224589824676514,0.8915942992479328
Transformer,0.06814310051107325,0.6422764227642277,0.8212037682533264,0.8915942992479328
Transformer,0.0709823963657013,0.6422764227642277,0.8122079372406006,0.8915942992479328
Transformer,0.0709823963657013,0.6504065040650406,0.810850977897644,0.8915942992479328
Transformer,0.07438955139125497,0.6504065040650406,0.8068437576293945,0.8915942992479328
Transformer,0.07438955139125497,0.6585365853658537,0.8043645024299622,0.8915942992479328
Transformer,0.07779670641680864,0.6585365853658537,0.7976812720298767,0.8915942992479328
Transformer,0.07779670641680864,0.6666666666666666,0.7966914176940918,0.8915942992479328
Transformer,0.07893242475865986,0.6666666666666666,0.7945873737335205,0.8915942992479328
Transformer,0.07893242475865986,0.6747967479674797,0.7912649512290955,0.8915942992479328
Transformer,0.08517887563884156,0.6747967479674797,0.7821977734565735,0.8915942992479328
Transformer,0.08517887563884156,0.6829268292682927,0.7794255614280701,0.8915942992479328
Transformer,0.08801817149346962,0.6829268292682927,0.7722094058990479,0.8915942992479328
Transformer,0.08801817149346962,0.6910569105691057,0.7712182998657227,0.8915942992479328
Transformer,0.08858603066439523,0.6910569105691057,0.7708383202552795,0.8915942992479328
Transformer,0.08858603066439523,0.6991869918699187,0.7706640958786011,0.8915942992479328
Transformer,0.09483248154457695,0.6991869918699187,0.7532107830047607,0.8915942992479328
Transformer,0.09483248154457695,0.7154471544715447,0.750167727470398,0.8915942992479328
Transformer,0.0982396365701306,0.7154471544715447,0.7323316335678101,0.8915942992479328
Transformer,0.0982396365701306,0.7235772357723578,0.7318882942199707,0.8915942992479328
Transformer,0.10051107325383304,0.7235772357723578,0.7259626984596252,0.8915942992479328
Transformer,0.10051107325383304,0.7317073170731707,0.7253772616386414,0.8915942992479328
Transformer,0.10789324247586599,0.7317073170731707,0.6970648765563965,0.8915942992479328
Transformer,0.10789324247586599,0.7398373983739838,0.6951572895050049,0.8915942992479328
Transformer,0.11073253833049404,0.7398373983739838,0.6896487474441528,0.8915942992479328
Transformer,0.11073253833049404,0.7479674796747967,0.6896066665649414,0.8915942992479328
Transformer,0.11584327086882454,0.7479674796747967,0.6783186197280884,0.8915942992479328
Transformer,0.11584327086882454,0.7560975609756098,0.674268901348114,0.8915942992479328
Transformer,0.12095400340715502,0.7560975609756098,0.6602041721343994,0.8915942992479328
Transformer,0.12095400340715502,0.7642276422764228,0.6597861647605896,0.8915942992479328
Transformer,0.12833617262918795,0.7642276422764228,0.6453493237495422,0.8915942992479328
Transformer,0.12833617262918795,0.7723577235772358,0.6448007225990295,0.8915942992479328
Transformer,0.13798977853492334,0.7723577235772358,0.6187649965286255,0.8915942992479328
Transformer,0.13798977853492334,0.7804878048780488,0.6164119839668274,0.8915942992479328
Transformer,0.141396933560477,0.7804878048780488,0.6051697731018066,0.8915942992479328
Transformer,0.141396933560477,0.7967479674796748,0.5993434190750122,0.8915942992479328
Transformer,0.15445769449176605,0.7967479674796748,0.5682051181793213,0.8915942992479328
Transformer,0.15445769449176605,0.8048780487804879,0.5666925311088562,0.8915942992479328
Transformer,0.18682566723452584,0.8048780487804879,0.4941820502281189,0.8915942992479328
Transformer,0.18682566723452584,0.8130081300813008,0.4940183758735657,0.8915942992479328
