model,precision,recall,threshold,average_precision
Bi-LSTM,0.07105416423995341,0.991869918699187,0.059245746582746506,0.42869403401119865
Bi-LSTM,0.07109557109557109,0.991869918699187,0.05926209315657616,0.42869403401119865
Bi-LSTM,0.07113702623906705,0.991869918699187,0.0593254491686821,0.42869403401119865
Bi-LSTM,0.07117852975495916,0.991869918699187,0.05951579660177231,0.42869403401119865
Bi-LSTM,0.07122008172796264,0.991869918699187,0.06009502708911896,0.42869403401119865
Bi-LSTM,0.07126168224299065,0.991869918699187,0.06074409559369087,0.42869403401119865
Bi-LSTM,0.07130333138515488,0.991869918699187,0.06077813729643822,0.42869403401119865
Bi-LSTM,0.07134502923976609,0.991869918699187,0.06111319363117218,0.42869403401119865
Bi-LSTM,0.07138677589233469,0.991869918699187,0.06126975640654564,0.42869403401119865
Bi-LSTM,0.07142857142857142,0.991869918699187,0.06141769140958786,0.42869403401119865
Bi-LSTM,0.07147041593438781,0.991869918699187,0.06146308779716492,0.42869403401119865
Bi-LSTM,0.07151230949589683,0.991869918699187,0.06210600957274437,0.42869403401119865
Bi-LSTM,0.07155425219941348,0.991869918699187,0.06245342269539833,0.42869403401119865
Bi-LSTM,0.0715962441314554,0.991869918699187,0.0626215860247612,0.42869403401119865
Bi-LSTM,0.0716382853787434,0.991869918699187,0.06266286224126816,0.42869403401119865
Bi-LSTM,0.07168037602820211,0.991869918699187,0.062837153673172,0.42869403401119865
Bi-LSTM,0.07172251616696061,0.991869918699187,0.06317052990198135,0.42869403401119865
Bi-LSTM,0.07176470588235294,0.991869918699187,0.06338225305080414,0.42869403401119865
Bi-LSTM,0.07180694526191878,0.991869918699187,0.06358309090137482,0.42869403401119865
Bi-LSTM,0.071849234393404,0.991869918699187,0.0636218935251236,0.42869403401119865
Bi-LSTM,0.07189157336476135,0.991869918699187,0.06365402042865753,0.42869403401119865
Bi-LSTM,0.07193396226415094,0.991869918699187,0.063905730843544,0.42869403401119865
Bi-LSTM,0.071976401179941,0.991869918699187,0.06409933418035507,0.42869403401119865
Bi-LSTM,0.07201889020070838,0.991869918699187,0.06416205316781998,0.42869403401119865
Bi-LSTM,0.07206142941523921,0.991869918699187,0.06416414678096771,0.42869403401119865
Bi-LSTM,0.07210401891252956,0.991869918699187,0.064268559217453,0.42869403401119865
Bi-LSTM,0.07214665878178593,0.991869918699187,0.06449976563453674,0.42869403401119865
